"","County","State","Age.AdjustedCANCERcases_per100000","Recent.Trend","Average.Annual.Count"
"1866","Montgomery"," Texas",396.1,"falling",2099
"1867","Montgomery"," Virginia",361.7,"stable",312
"1868","Montmorency"," Michigan",488.5,"stable",89
"1869","Montour"," Pennsylvania",553.1,"stable",143
"1870","Montrose"," Colorado",381.3,"stable",224
"1871","Moody"," South Dakota",387.6,"stable",32
"1872","Moore"," North Carolina",473.5,"stable",675
"1873","Moore"," Tennessee",399.8,"stable",37
"1874","Moore"," Texas",371.1,"stable",71
"1875","Mora"," New Mexico",354.5,"stable",24
"1876","Morehouse Parish"," Louisiana",534.4,"stable",179
"1877","Morgan"," Alabama",466.7,"stable",688
"1878","Morgan"," Colorado",380.7,"stable",122
"1879","Morgan"," Georgia",494.9,"*",119
"1880","Morgan"," Illinois",537.6,"stable",247
"1881","Morgan"," Indiana",546.1,"stable",457
"1882","Morgan"," Kentucky",472.9,"stable",75
"1883","Morgan"," Missouri",493.2,"rising",155
"1884","Morgan"," Ohio",443.6,"stable",92
"1885","Morgan"," Tennessee",471.5,"stable",130
"1886","Morgan"," Utah",424.9,"stable",41
"1887","Morgan"," West Virginia",419.1,"stable",113
"1888","Morrill"," Nebraska",422.5,"stable",30
"1889","Morris"," New Jersey",488.8,"falling",3003
"1890","Morris"," Texas",407.8,"stable",75
"1891","Morrow"," Ohio",505,"stable",218
"1892","Morrow"," Oregon",378,"stable",50
"1893","Morton"," North Dakota",523.7,"stable",181
"1894","Motley"," Texas",359.9,"rising",8
"1895","Moultrie"," Illinois",480.9,"stable",90
"1896","Mountrail"," North Dakota",485.8,"stable",46
"1897","Muhlenberg"," Kentucky",493.1,"stable",204
"1898","Multnomah"," Oregon",456.6,"stable",3636
"1899","Murray"," Georgia",428.5,"rising",186
"1900","Murray"," Oklahoma",480.7,"stable",90
"1901","Muscatine"," Iowa",510.7,"stable",259
"1902","Muscogee"," Georgia",487.7,"stable",978
"1903","Muskegon"," Michigan",450.1,"stable",938
"1904","Muskingum"," Ohio",509.6,"stable",547
"1905","Muskogee"," Oklahoma",500,"stable",423
"1906","Musselshell"," Montana",452.7,"stable",34
"1907","Nacogdoches"," Texas",388.8,"stable",259
"1908","Nance"," Nebraska",460.2,"rising",24
"1909","Nantucket"," Massachusetts",481.3,"falling",59
"1910","Napa"," California",443.7,"falling",803
"1911","Nash"," North Carolina",454.8,"stable",543
"1912","Nassau"," Florida",532.9,"stable",584
"1913","Nassau"," New York",509.4,"falling",8803
"1914","Natchitoches Parish"," Louisiana",462.8,"stable",202
"1915","Natrona"," Wyoming",415.4,"falling",371
"1916","Navajo"," Arizona",333.2,"stable",411
"1917","Navarro"," Texas",430.6,"falling",254
"1918","Nelson"," Kentucky",542.4,"stable",275
"1919","Nelson"," North Dakota",369.9,"stable",22
"1920","Nelson"," Virginia",521.2,"stable",123
"1921","Nemaha"," Nebraska",480.7,"stable",45
"1922","Neshoba"," Mississippi",437.6,"stable",145
"1923","Nevada"," Arkansas",434.9,"stable",53
"1924","Nevada"," California",403.8,"falling",653
"1925","New Castle"," Delaware",489.1,"stable",3049
"1926","New Hanover"," North Carolina",453.4,"stable",1162
"1927","New Haven"," Connecticut",477.1,"falling",5053
"1928","New Kent"," Virginia",491.1,"stable",123
"1929","New London"," Connecticut",474,"falling",1620
"1930","New Madrid"," Missouri",453.8,"stable",109
"1931","New York"," New York",449.1,"falling",8448
"1932","Newaygo"," Michigan",395.2,"stable",251
"1933","Newberry"," South Carolina",423.5,"stable",213
"1934","Newport"," Rhode Island",481.6,"stable",565
"1935","Newport News City"," Virginia",457.3,"stable",822
"1936","Newton"," Arkansas",335.2,"stable",43
"1937","Newton"," Georgia",509.3,"stable",522
"1938","Newton"," Indiana",424.6,"stable",79
"1939","Newton"," Mississippi",471.1,"stable",119
"1940","Newton"," Missouri",405.9,"stable",296
"1941","Newton"," Texas",421.1,"stable",80
"1942","Nez Perce"," Idaho",461,"falling",250
"1943","Niagara"," New York",541,"stable",1534
"1944","Nicholas"," Kentucky",603,"stable",55
"1945","Nicholas"," West Virginia",447.3,"stable",162
"1946","Niobrara"," Wyoming",304.5,"stable",12
"1947","Noble"," Indiana",411.4,"stable",219
"1948","Noble"," Ohio",332.5,"stable",74
"1949","Noble"," Oklahoma",450.2,"stable",67
"1950","Nodaway"," Missouri",436,"stable",103
"1951","Nolan"," Texas",452.4,"stable",86
"1952","Nome Census Area"," Alaska",481.3,"stable",34
"1953","Norfolk"," Massachusetts",465,"falling",3943
"1954","Norfolk City"," Virginia",469.9,"falling",1024
"1955","North Slope Borough"," Alaska",449.1,"stable",28
"1956","Northampton"," North Carolina",426.6,"stable",142
"1957","Northampton"," Pennsylvania",528,"stable",2063
"1958","Northampton"," Virginia",514.2,"stable",102
"1959","Northumberland"," Pennsylvania",495.6,"stable",655
"1960","Northumberland"," Virginia",468.1,"stable",123
"1961","Northwest Arctic Borough"," Alaska",351.9,"stable",20
"1962","Norton City"," Virginia",410.1,"falling",21
"1963","Nottoway"," Virginia",503.1,"stable",106
"1964","Nowata"," Oklahoma",445.1,"stable",64
"1965","Noxubee"," Mississippi",451,"stable",59
"1966","Nuckolls"," Nebraska",524,"stable",37
"1967","Nueces"," Texas",385.2,"stable",1460
"1968","Nye"," Nevada",446,"stable",346
"1969","O'Brien"," Iowa",476.2,"stable",97
"1970","Oakland"," Michigan",483,"falling",7224
"1971","Obion"," Tennessee",459,"stable",196
"1972","Ocean"," New Jersey",519.8,"falling",4455
"1973","Oceana"," Michigan",407.1,"stable",149
"1974","Ochiltree"," Texas",369.8,"stable",35
"1975","Oconee"," Georgia",481,"stable",186
"1976","Oconee"," South Carolina",446.3,"stable",499
"1977","Oconto"," Wisconsin",476.4,"stable",248
"1978","Ogemaw"," Michigan",420.5,"stable",147
"1979","Ogle"," Illinois",465.1,"stable",309
"1980","Oglethorpe"," Georgia",480.6,"stable",91
"1981","Ohio"," Indiana",407.3,"stable",36
"1982","Ohio"," Kentucky",533.1,"stable",160
"1983","Ohio"," West Virginia",458.8,"stable",284
"1984","Okaloosa"," Florida",446.8,"stable",1005
"1985","Okanogan"," Washington",458.9,"stable",271
"1986","Okeechobee"," Florida",480.6,"stable",255
"1987","Okfuskee"," Oklahoma",466.7,"stable",72
"1988","Oklahoma"," Oklahoma",468.5,"stable",3699
"1989","Okmulgee"," Oklahoma",506.5,"stable",252
"1990","Oktibbeha"," Mississippi",429.8,"stable",171
"1991","Oldham"," Kentucky",530.9,"falling",348
"1992","Oldham"," Texas",328.4,"stable",7
"1993","Oliver"," North Dakota",564.3,"stable",15
"1994","Oneida"," Idaho",347.4,"stable",19
"1995","Oneida"," New York",505.1,"falling",1522
"1996","Oneida"," Wisconsin",532.4,"stable",314
"1997","Onondaga"," New York",517.8,"falling",2935
"1998","Onslow"," North Carolina",511,"stable",689
"1999","Ontario"," New York",493.9,"stable",720
"2000","Ontonagon"," Michigan",407.3,"stable",55
"2001","Orange"," California",404.1,"falling",13648
"2002","Orange"," Florida",426.2,"falling",5134
"2003","Orange"," Indiana",445.5,"stable",116
"2004","Orange"," New York",501.5,"falling",1995
"2005","Orange"," North Carolina",441.8,"rising",618
"2006","Orange"," Texas",448.1,"stable",443
"2007","Orange"," Vermont",435.7,"stable",170
"2008","Orange"," Virginia",418.9,"stable",204
"2009","Orangeburg"," South Carolina",429.1,"falling",495
"2010","Oregon"," Missouri",324.1,"stable",52
"2011","Orleans"," New York",526.6,"stable",276
"2012","Orleans"," Vermont",464.3,"stable",184
"2013","Orleans Parish"," Louisiana",448.1,"falling",1852
"2014","Osage"," Missouri",434,"stable",74
"2015","Osage"," Oklahoma",387.1,"stable",242
"2016","Osceola"," Florida",431.3,"stable",1376
"2017","Osceola"," Iowa",452.6,"stable",40
"2018","Osceola"," Michigan",549.2,"stable",177
"2019","Oscoda"," Michigan",405.4,"stable",58
"2020","Oswego"," New York",532.2,"stable",752
"2021","Otero"," Colorado",362.2,"stable",95
"2022","Otero"," New Mexico",417,"stable",320
"2023","Otoe"," Nebraska",430,"stable",91
"2024","Otsego"," Michigan",457,"stable",153
"2025","Otsego"," New York",489.6,"stable",402
"2026","Ottawa"," Michigan",404.2,"stable",1189
"2027","Ottawa"," Ohio",486.3,"stable",313
"2028","Ottawa"," Oklahoma",459.7,"rising",183
"2029","Ouachita"," Arkansas",486.4,"stable",169
"2030","Ouachita Parish"," Louisiana",490.4,"stable",825
"2031","Ouray"," Colorado",391.7,"stable",29
"2032","Outagamie"," Wisconsin",452.6,"stable",909
"2033","Overton"," Tennessee",509.7,"stable",156
"2034","Owen"," Indiana",466.5,"stable",133
"2035","Owen"," Kentucky",511,"stable",69
"2036","Owsley"," Kentucky",574.6,"stable",35
"2037","Owyhee"," Idaho",398.4,"falling",53
"2038","Oxford"," Maine",490.9,"stable",410
"2039","Ozark"," Missouri",353,"stable",56
"2040","Ozaukee"," Wisconsin",469.5,"stable",547
"2041","Pacific"," Washington",428,"falling",163
"2042","Page"," Iowa",519.6,"rising",123
"2043","Page"," Virginia",456.1,"stable",153
"2044","Palm Beach"," Florida",442,"stable",9488
"2045","Palo Alto"," Iowa",593.2,"stable",75
"2046","Palo Pinto"," Texas",423.3,"stable",156
"2047","Pamlico"," North Carolina",506.5,"stable",109
"2048","Panola"," Mississippi",479.6,"stable",188
"2049","Panola"," Texas",398.4,"stable",122
"2050","Park"," Colorado",318.6,"stable",75
"2051","Park"," Montana",460.9,"stable",111
"2052","Park"," Wyoming",418.3,"stable",176
"2053","Parke"," Indiana",413.7,"stable",92
"2054","Parker"," Texas",454.9,"stable",655
"2055","Parmer"," Texas",345.6,"stable",35
"2056","Pasco"," Florida",502.2,"stable",3626
"2057","Pasquotank"," North Carolina",474.5,"rising",223
"2058","Passaic"," New Jersey",450.4,"falling",2489
"2059","Patrick"," Virginia",315.6,"stable",94
"2060","Paulding"," Georgia",491.3,"stable",645
"2061","Paulding"," Ohio",445,"stable",107
"2062","Pawnee"," Nebraska",481,"stable",22
"2063","Pawnee"," Oklahoma",462.4,"stable",100
"2064","Payette"," Idaho",485.5,"stable",135
"2065","Payne"," Oklahoma",422.8,"stable",297
"2066","Peach"," Georgia",506.1,"stable",154
"2067","Pearl River"," Mississippi",492.7,"stable",344
"2068","Pecos"," Texas",347.5,"stable",57
"2069","Pembina"," North Dakota",446.7,"stable",48
"2070","Pemiscot"," Missouri",432.3,"stable",91
"2071","Pend Oreille"," Washington",388.4,"stable",82
"2072","Pender"," North Carolina",459.8,"stable",330
"2073","Pendleton"," Kentucky",524.2,"stable",91
"2074","Pendleton"," West Virginia",432.5,"stable",52
"2075","Pennington"," South Dakota",418.1,"stable",525
"2076","Penobscot"," Maine",506,"stable",988
"2077","Peoria"," Illinois",494.3,"stable",1082
"2078","Pepin"," Wisconsin",364.7,"stable",40
"2079","Perkins"," Nebraska",356.3,"stable",16
"2080","Perkins"," South Dakota",346.4,"stable",15
"2081","Perquimans"," North Carolina",420.4,"stable",94
"2082","Perry"," Alabama",425.5,"stable",51
"2083","Perry"," Arkansas",497.1,"stable",71
"2084","Perry"," Illinois",478.2,"stable",132
"2085","Perry"," Indiana",383.1,"stable",96
"2086","Perry"," Kentucky",590.7,"stable",199
"2087","Perry"," Mississippi",452.6,"stable",69
"2088","Perry"," Missouri",439.6,"stable",107
"2089","Perry"," Ohio",471.1,"stable",200
"2090","Perry"," Pennsylvania",465.3,"stable",276
"2091","Perry"," Tennessee",504.6,"stable",56
"2092","Pershing"," Nevada",320.9,"stable",26
"2093","Person"," North Carolina",457.3,"stable",238
"2094","Petersburg City"," Virginia",544.7,"stable",221
"2095","Petroleum"," Montana",507,"stable",4
"2096","Pettis"," Missouri",456.1,"stable",230
"2097","Phelps"," Missouri",434,"stable",223
"2098","Phelps"," Nebraska",450.7,"stable",56
"2099","Philadelphia"," Pennsylvania",509.9,"falling",8288
"2100","Phillips"," Arkansas",466.5,"stable",114
"2101","Phillips"," Colorado",420.5,"stable",26
"2102","Phillips"," Montana",443,"stable",28
"2103","Piatt"," Illinois",494.9,"stable",111
"2104","Pickaway"," Ohio",474.2,"stable",313
"2105","Pickens"," Alabama",437.5,"stable",115
"2106","Pickens"," Georgia",580.8,"rising",249
"2107","Pickens"," South Carolina",478.2,"stable",664
"2108","Pickett"," Tennessee",414.7,"stable",33
"2109","Pierce"," Georgia",442,"stable",101
"2110","Pierce"," Nebraska",434.5,"stable",41
"2111","Pierce"," North Dakota",407.2,"stable",28
"2112","Pierce"," Washington",498,"falling",4342
"2113","Pierce"," Wisconsin",319,"stable",142
"2114","Pike"," Alabama",453,"stable",156
"2115","Pike"," Arkansas",456.5,"stable",66
"2116","Pike"," Georgia",459.7,"stable",96
"2117","Pike"," Illinois",504.2,"stable",113
"2118","Pike"," Indiana",446.7,"stable",78
"2119","Pike"," Kentucky",544.4,"stable",428
"2120","Pike"," Mississippi",506.7,"stable",244
"2121","Pike"," Missouri",478.7,"stable",112
"2122","Pike"," Ohio",506.3,"stable",179
"2123","Pike"," Pennsylvania",455.7,"stable",369
"2124","Pima"," Arizona",385.3,"stable",4853
"2125","Pinal"," Arizona",357.9,"stable",1763
"2126","Pinellas"," Florida",465.6,"stable",6892
"2127","Piscataquis"," Maine",495,"stable",140
"2128","Pitkin"," Colorado",321.1,"stable",75
"2129","Pitt"," North Carolina",430.4,"stable",719
"2130","Pittsburg"," Oklahoma",422.8,"stable",255
"2131","Pittsylvania"," Virginia",390.1,"stable",357
"2132","Piute"," Utah",452.4,"stable",10
"2133","Placer"," California",466.7,"falling",2237
"2134","Plaquemines Parish"," Louisiana",467.9,"stable",114
"2135","Platte"," Missouri",431.6,"stable",454
"2136","Platte"," Nebraska",444.6,"stable",176
"2137","Platte"," Wyoming",351.3,"stable",47
"2138","Pleasants"," West Virginia",477.6,"stable",48
"2139","Plumas"," California",410.9,"stable",132
"2140","Plymouth"," Iowa",468.8,"stable",155
"2141","Plymouth"," Massachusetts",475.6,"falling",3047
"2142","Pocahontas"," Iowa",478.1,"stable",53
"2143","Pocahontas"," West Virginia",436.7,"stable",61
"2144","Poinsett"," Arkansas",542,"stable",168
"2145","Pointe Coupee Parish"," Louisiana",469.6,"falling",140
"2146","Polk"," Arkansas",427.7,"stable",128
"2147","Polk"," Florida",489.9,"stable",4199
"2148","Polk"," Georgia",508.8,"falling",244
"2149","Polk"," Iowa",466.4,"falling",2150
"2150","Polk"," Missouri",379.1,"stable",148
"2151","Polk"," Nebraska",448.3,"stable",34
"2152","Polk"," North Carolina",393.2,"stable",142
"2153","Polk"," Oregon",453.7,"stable",430
"2154","Polk"," Tennessee",491,"stable",114
"2155","Polk"," Texas",576.4,"stable",374
"2156","Polk"," Wisconsin",402.9,"stable",245
"2157","Pondera"," Montana",461.3,"stable",38
"2158","Pontotoc"," Mississippi",455.7,"stable",159
"2159","Pontotoc"," Oklahoma",462.5,"stable",206
"2160","Pope"," Arkansas",441.7,"stable",309
"2161","Pope"," Illinois",504.6,"stable",34
"2162","Poquoson City"," Virginia",462.6,"stable",75
"2163","Portage"," Ohio",473.4,"rising",882
"2164","Portage"," Wisconsin",402.9,"stable",320
"2165","Porter"," Indiana",456,"stable",887
"2166","Portsmouth City"," Virginia",477.2,"stable",506
"2167","Posey"," Indiana",455.5,"stable",149
"2168","Pottawatomie"," Oklahoma",448.9,"stable",375
"2169","Pottawattamie"," Iowa",471.1,"falling",537
"2170","Potter"," Pennsylvania",473.9,"stable",126
"2171","Potter"," South Dakota",533,"stable",22
"2172","Potter"," Texas",460.9,"stable",544
"2173","Powder River"," Montana",421.5,"stable",12
"2174","Powell"," Kentucky",646.2,"stable",92
"2175","Powell"," Montana",436.7,"rising",42
"2176","Power"," Idaho",363,"stable",32
"2177","Poweshiek"," Iowa",447.3,"stable",114
"2178","Powhatan"," Virginia",411.5,"stable",151
"2179","Prairie"," Arkansas",506.6,"stable",63
"2180","Prairie"," Montana",575,"stable",12
"2181","Preble"," Ohio",473.7,"stable",254
"2182","Prentiss"," Mississippi",477.4,"stable",150
"2183","Presque Isle"," Michigan",434.4,"stable",105
"2184","Preston"," West Virginia",441.5,"stable",200
"2185","Price"," Wisconsin",502.5,"stable",116
"2186","Prince Edward"," Virginia",493.3,"stable",123
"2187","Prince George"," Virginia",476.1,"stable",191
"2188","Prince Georges"," Maryland",406.1,"stable",3695
"2189","Prince of Wales-Outer Ketchikan"," Alaska",437.5,"stable",30
"2190","Prince William"," Virginia",361.9,"stable",1336
"2191","Providence"," Rhode Island",467.7,"falling",3351
"2192","Prowers"," Colorado",382.4,"stable",58
"2193","Pueblo"," Colorado",419.6,"stable",854
"2194","Puerto Rico","Puerto Rico",362.7,"stable",15939
"2195","Pulaski"," Arkansas",484.6,"stable",2097
"2196","Pulaski"," Georgia",360.4,"stable",58
"2197","Pulaski"," Illinois",530.1,"stable",44
"2198","Pulaski"," Indiana",468.9,"stable",81
"2199","Pulaski"," Kentucky",540.8,"stable",452
"2200","Pulaski"," Missouri",478.1,"stable",179
"2201","Pulaski"," Virginia",411.4,"stable",211
"2202","Pushmataha"," Oklahoma",375.2,"stable",64
"2203","Putnam"," Florida",494.3,"stable",527
"2204","Putnam"," Georgia",503.6,"*",161
"2205","Putnam"," Illinois",438.9,"stable",40
"2206","Putnam"," Indiana",493.3,"stable",219
"2207","Putnam"," Missouri",427.5,"stable",33
"2208","Putnam"," New York",519.4,"falling",639
"2209","Putnam"," Ohio",431.3,"stable",179
"2210","Putnam"," Tennessee",473.7,"stable",415
"2211","Putnam"," West Virginia",482.6,"stable",344
"2212","Quay"," New Mexico",449.5,"rising",62
"2213","Queen Annes"," Maryland",468.6,"stable",298
"2214","Queens"," New York",420.6,"falling",11065
"2215","Quitman"," Georgia",513.1,"stable",22
"2216","Quitman"," Mississippi",436.6,"stable",41
"2217","Rabun"," Georgia",484.3,"stable",127
"2218","Racine"," Wisconsin",508.9,"stable",1188
"2219","Radford City"," Virginia",405.3,"stable",49
"2220","Rains"," Texas",442.1,"stable",78
"2221","Raleigh"," West Virginia",477.8,"stable",502
"2222","Ralls"," Missouri",451,"stable",63
"2223","Ramsey"," North Dakota",407.4,"stable",66
"2224","Randall"," Texas",427,"stable",595
"2225","Randolph"," Alabama",435.7,"stable",135
"2226","Randolph"," Arkansas",495.9,"stable",117
"2227","Randolph"," Georgia",432.1,"stable",44
"2228","Randolph"," Illinois",489.6,"stable",214
"2229","Randolph"," Indiana",464.2,"stable",161
"2230","Randolph"," Missouri",445.8,"rising",133
"2231","Randolph"," North Carolina",514,"falling",911
"2232","Randolph"," West Virginia",436,"stable",177
"2233","Rankin"," Mississippi",458.2,"stable",748
"2234","Ransom"," North Dakota",535,"falling",40
"2235","Rapides Parish"," Louisiana",479.4,"stable",735
"2236","Rappahannock"," Virginia",373.9,"stable",43
"2237","Ravalli"," Montana",409.5,"stable",270
"2238","Ray"," Missouri",487,"stable",143
"2239","Reagan"," Texas",388.3,"stable",13
"2240","Real"," Texas",328.7,"stable",21
"2241","Red River"," Texas",417.7,"stable",83
"2242","Red River Parish"," Louisiana",437.5,"stable",50
"2243","Red Willow"," Nebraska",398.8,"stable",63
"2244","Reeves"," Texas",355.1,"stable",51
"2245","Refugio"," Texas",447.2,"stable",46
"2246","Rensselaer"," New York",529.4,"stable",1026
"2247","Renville"," North Dakota",551.8,"stable",19
"2248","Reynolds"," Missouri",413.6,"stable",40
"2249","Rhea"," Tennessee",498,"stable",209
"2250","Rich"," Utah",235.3,"falling",7
"2251","Richardson"," Nebraska",466.9,"stable",62
"2252","Richland"," Illinois",496.1,"stable",109
"2253","Richland"," Montana",433.9,"stable",55
"2254","Richland"," North Dakota",449.1,"stable",92
"2255","Richland"," Ohio",461.8,"stable",751
"2256","Richland"," South Carolina",452,"stable",1741
"2257","Richland"," Wisconsin",409.2,"stable",107
"2258","Richland Parish"," Louisiana",466.2,"stable",116
"2259","Richmond"," Georgia",468.6,"rising",993
"2260","Richmond"," New York",521.8,"stable",2893
"2261","Richmond"," North Carolina",448.7,"stable",254
"2262","Richmond"," Virginia",444.2,"stable",58
"2263","Richmond City"," Virginia",457.8,"stable",1013
"2264","Ringgold"," Iowa",495.1,"stable",38
"2265","Rio Arriba"," New Mexico",324.7,"stable",162
"2266","Rio Blanco"," Colorado",382.2,"stable",29
"2267","Rio Grande"," Colorado",332.2,"stable",52
"2268","Ripley"," Indiana",443.9,"stable",156
"2269","Ripley"," Missouri",463.7,"stable",91
"2270","Ritchie"," West Virginia",463.6,"stable",68
"2271","Riverside"," California",404.1,"falling",9799
"2272","Roane"," Tennessee",459.2,"stable",368
"2273","Roane"," West Virginia",499,"stable",102
"2274","Roanoke"," Virginia",440.2,"stable",575
"2275","Roanoke City"," Virginia",457.8,"stable",541
"2276","Roberts"," South Dakota",402.9,"stable",51
"2277","Robertson"," Kentucky",611.6,"stable",19
"2278","Robertson"," Tennessee",476.5,"stable",365
"2279","Robertson"," Texas",360,"stable",81
"2280","Robeson"," North Carolina",423.3,"stable",621
"2281","Rock"," Nebraska",381.6,"stable",10
"2282","Rock"," Wisconsin",486.8,"stable",934
"2283","Rock Island"," Illinois",452.5,"stable",857
"2284","Rockbridge"," Virginia",434,"stable",155
"2285","Rockcastle"," Kentucky",553.2,"rising",117
"2286","Rockdale"," Georgia",469.4,"stable",445
"2287","Rockingham"," New Hampshire",503.2,"stable",1913
"2288","Rockingham"," North Carolina",517.7,"stable",662
"2289","Rockingham"," Virginia",458.1,"stable",465
"2290","Rockland"," New York",481.2,"falling",1768
"2291","Rockwall"," Texas",409,"stable",353
"2292","Roger Mills"," Oklahoma",380.6,"stable",18
"2293","Rogers"," Oklahoma",448.7,"stable",474
"2294","Rolette"," North Dakota",496.2,"stable",67
"2295","Roosevelt"," Montana",477.4,"falling",52
"2296","Roosevelt"," New Mexico",349.1,"falling",67
"2297","Roscommon"," Michigan",532.7,"stable",238
"2298","Rosebud"," Montana",512.3,"stable",54
"2299","Ross"," Ohio",478.2,"stable",453
"2300","Routt"," Colorado",367.7,"stable",95
"2301","Rowan"," Kentucky",513.1,"stable",125
"2302","Rowan"," North Carolina",501,"stable",862
"2303","Runnels"," Texas",421.3,"stable",61
"2304","Rush"," Indiana",508.8,"stable",112
"2305","Rusk"," Texas",435.6,"stable",277
"2306","Rusk"," Wisconsin",469.6,"stable",104
"2307","Russell"," Alabama",480.2,"stable",300
"2308","Russell"," Kentucky",546.2,"stable",132
"2309","Russell"," Virginia",305.1,"falling",120
"2310","Rutherford"," North Carolina",468,"stable",445
"2311","Rutherford"," Tennessee",453,"stable",1155
"2312","Rutland"," Vermont",475.5,"stable",408
"2313","Sabine"," Texas",461.2,"falling",87
"2314","Sabine Parish"," Louisiana",460.6,"stable",150
"2315","Sac"," Iowa",455.2,"stable",69
"2316","Sacramento"," California",434.6,"falling",6759
"2317","Sagadahoc"," Maine",435,"falling",221
"2318","Saginaw"," Michigan",451,"stable",1143
"2319","Saguache"," Colorado",347.9,"stable",32
"2320","Salem"," New Jersey",556.5,"stable",460
"2321","Salem City"," Virginia",468.4,"stable",156
"2322","Saline"," Arkansas",480.9,"stable",673
"2323","Saline"," Illinois",501.3,"stable",168
"2324","Saline"," Missouri",443,"stable",129
"2325","Saline"," Nebraska",502.1,"stable",81
"2326","Salt Lake"," Utah",411.4,"falling",3908
"2327","Saluda"," South Carolina",430,"stable",113
"2328","Sampson"," North Carolina",450.9,"stable",351
"2329","San Augustine"," Texas",414.9,"stable",59
"2330","San Benito"," California",399.6,"stable",234
"2331","San Bernardino"," California",404.9,"falling",7815
"2332","San Diego"," California",415.7,"falling",14020
"2333","San Francisco"," California",406,"falling",4031
"2334","San Jacinto"," Texas",409,"stable",160
"2335","San Joaquin"," California",413.2,"falling",2895
"2336","San Juan"," New Mexico",340.6,"falling",451
"2337","San Juan"," Utah",276.1,"stable",40
"2338","San Juan"," Washington",402.2,"falling",124
"2339","San Luis Obispo"," California",437.7,"falling",1575
"2340","San Mateo"," California",415,"falling",3691
"2341","San Miguel"," Colorado",335,"stable",27
"2342","San Miguel"," New Mexico",349.7,"stable",136
"2343","San Patricio"," Texas",419.3,"stable",304
"2344","San Saba"," Texas",302.4,"stable",26
"2345","Sanborn"," South Dakota",461,"stable",15
"2346","Sanders"," Montana",471.5,"stable",94
"2347","Sandoval"," New Mexico",409.8,"falling",668
"2348","Sandusky"," Ohio",474.7,"stable",368
"2349","Sangamon"," Illinois",528.7,"stable",1288
"2350","Sanilac"," Michigan",416.9,"stable",246
"2351","Sanpete"," Utah",314.4,"stable",87
"2352","Santa Barbara"," California",429.5,"stable",2041
"2353","Santa Clara"," California",390.4,"falling",7646
"2354","Santa Cruz"," Arizona",304.5,"stable",166
"2355","Santa Cruz"," California",430.7,"falling",1312
"2356","Santa Fe"," New Mexico",322,"falling",678
"2357","Santa Rosa"," Florida",448.6,"stable",852
"2358","Sarasota"," Florida",464.3,"stable",3733
"2359","Saratoga"," New York",528.3,"stable",1478
"2360","Sargent"," North Dakota",528.7,"stable",28
"2361","Sarpy"," Nebraska",461.1,"stable",725
"2362","Sauk"," Wisconsin",452.2,"stable",363
"2363","Saunders"," Nebraska",456.2,"stable",124
"2364","Sawyer"," Wisconsin",472.8,"stable",126
"2365","Schenectady"," New York",487.2,"stable",935
"2366","Schleicher"," Texas",352.9,"stable",13
"2367","Schley"," Georgia",403.6,"stable",24
"2368","Schoharie"," New York",467.4,"stable",210
"2369","Schoolcraft"," Michigan",442.4,"stable",59
"2370","Schuyler"," Illinois",497,"rising",53
"2371","Schuyler"," Missouri",388.6,"stable",23
"2372","Schuyler"," New York",516.2,"stable",132
"2373","Schuylkill"," Pennsylvania",505.4,"stable",1030
"2374","Scioto"," Ohio",490.7,"stable",478
"2375","Scotland"," Missouri",427.4,"stable",28
"2376","Scotland"," North Carolina",500.6,"stable",218
"2377","Scott"," Arkansas",413.9,"stable",61
"2378","Scott"," Illinois",547.5,"stable",40
"2379","Scott"," Indiana",485.2,"stable",140
"2380","Scott"," Iowa",482.1,"falling",945
"2381","Scott"," Kentucky",507.2,"stable",249
"2382","Scott"," Mississippi",481.5,"stable",151
"2383","Scott"," Missouri",499.1,"stable",242
"2384","Scott"," Tennessee",511.3,"stable",133
"2385","Scott"," Virginia",265.6,"stable",91
"2386","Scotts Bluff"," Nebraska",403.9,"stable",193
"2387","Screven"," Georgia",478.2,"stable",86
"2388","Scurry"," Texas",424.6,"falling",82
"2389","Searcy"," Arkansas",466,"stable",58
"2390","Sebastian"," Arkansas",457,"stable",660
"2391","Sedgwick"," Colorado",309.9,"stable",12
"2392","Seminole"," Florida",436.7,"stable",2220
"2393","Seminole"," Georgia",447.7,"stable",57
"2394","Seminole"," Oklahoma",444.2,"stable",142
"2395","Seneca"," New York",505.3,"stable",232
"2396","Seneca"," Ohio",440.7,"stable",308
"2397","Sequatchie"," Tennessee",510.1,"stable",99
"2398","Sequoyah"," Oklahoma",405.3,"stable",215
"2399","Sevier"," Arkansas",325.5,"stable",59
"2400","Sevier"," Tennessee",490,"stable",612
"2401","Sevier"," Utah",375.3,"stable",89
"2402","Seward"," Nebraska",432.3,"stable",91
"2403","Shackelford"," Texas",294,"stable",14
"2404","Shannon"," Missouri",353.2,"falling",42
"2405","Shannon"," South Dakota",413.4,"stable",39
"2406","Sharkey"," Mississippi",494.5,"stable",29
"2407","Sharp"," Arkansas",461,"stable",126
"2408","Shasta"," California",497.6,"stable",1217
"2409","Shawano"," Wisconsin",449.2,"stable",265
"2410","Sheboygan"," Wisconsin",473.4,"stable",685
"2411","Shelby"," Alabama",420.1,"stable",939
"2412","Shelby"," Illinois",475.1,"stable",153
"2413","Shelby"," Indiana",522.3,"stable",287
"2414","Shelby"," Iowa",483.8,"rising",87
