,Site.Name,Site.Score,State,City,County,Status,Latitude,Longitude,Proposed.Date,Listing.Date,Construction.Completion.Date,NOID.Date,Deletion.Date
4273,Brine Service Company,50,Texas,Corpus Christi,Nueces,NPL Site,27.815372,-97.508606,9/13/01,9/5/02,,,
4274,Gulfco Marine Maintenance,50,Texas,Freeport,Brazoria,NPL Site,28.966847,-95.289656,9/5/02,4/30/03,9/29/11,,
4275,Falcon Refinery,50,Texas,Ingleside,San Patricio,NPL Site,27.860725,-97.179306,9/5/02,9/16/11,,,
4276,Jones Road Ground Water Plume,46.5,Texas,Houston,Harris,NPL Site,29.90465,-95.584319,4/30/03,9/29/03,,,
4277,Conroe Creosoting Company,48,Texas,Conroe,Montgomery,NPL Site,30.318744,-95.435428,4/30/03,9/29/03,9/30/03,,
4278,Air Force Plant #4 (General Dynamics),39.92,Texas,Fort Worth,Tarrant,NPL Site,32.777781,-97.45,7/22/87,8/30/90,9/15/06,,
4279,Sandy Beach Road Ground Water Plume,50,Texas,Azle,Tarrant,NPL Site,32.928472,-97.525,4/27/05,9/14/05,,,
4280,East 67th Street Ground Water Plume,50,Texas,Odessa,Ector,NPL Site,31.908611,-102.385833,9/27/06,3/7/07,,,
4281,Bandera Road Ground Water Plume,50,Texas,Leon Valley,Bexar,NPL Site,29.494433,-98.6205,9/27/06,3/7/07,,,
4282,Donna Reservoir and Canal System,50,Texas,Donna,Hidalgo,NPL Site,26.112286,-98.086469,9/19/07,3/19/08,,,
4283,Midessa Ground Water Plume,50,Texas,Odessa,Midland,NPL Site,31.90635,-102.233669,9/19/07,3/19/08,,,
4284,San Jacinto River Waste Pits,50,Texas,Channelview,Harris,NPL Site,29.7944,-95.0625,9/19/07,3/19/08,,,
4285,North East 2nd Street (formerly Attebury Grain Storage Facility),32.33,Texas,Happy,Swisher,NPL Site,34.745,-101.853333,3/19/08,4/9/09,,,
4286,Old ESCO Manufacturing,40.81,Texas,Greenville,Hunt,Deleted NPL Site,33.1383,-96.0755,3/19/08,9/3/08,9/29/11,7/27/18,9/10/18
4287,Van der Horst USA Corporation,48,Texas,Terrell,Kaufman,NPL Site,32.734167,-96.273889,9/23/09,3/4/10,,,
4288,West County Road 112 Ground Water,50,Texas,Midland,Midland,NPL Site,31.964129,-102.094921,10/21/10,3/10/11,,,
4289,US Oil Recovery,50,Texas,Pasadena,Harris,NPL Site,29.718389,-95.221528,9/16/11,9/18/12,,,
4290,Circle Court Ground Water Plume,50,Texas,Willow Park,Parker,NPL Site,32.744778,-97.679763,3/15/12,9/18/12,,,
4291,Main Street Ground Water Plume,50,Texas,Burnet,Burnet,NPL Site,30.737148,-98.22544,3/26/15,9/30/15,,,
4292,"Eldorado Chemical Co., Inc.",38.85,Texas,Live Oak,Bexar,NPL Site,29.568833,-98.350042,4/7/16,9/9/16,,,
4293,Highway 18 Ground Water,50,Texas,Kermit,Winkler,NPL Site,31.852,-103.090681,9/9/16,8/3/17,,,
4294,"Lane Plating Works, Inc.",50,Texas,Dallas,Dallas,NPL Site,32.687886,-96.769485,1/18/18,5/17/18,,,
4295,River City Metal Finishing,50,Texas,San Antonio,Bexar,NPL Site,29.430489,-98.731875,1/18/18,5/17/18,,,
4296,Delfasco Forge,50,Texas,Grand Prairie,Dallas,NPL Site,32.750269,-96.963228,5/17/18,9/13/18,,,
4297,Rose Park Sludge Pit,0,Utah,Salt Lake City,Salt Lake,Deleted NPL Site,40.8001,-111.9223,12/30/82,9/8/83,6/17/92,5/22/03,6/30/03
4298,Sharon Steel Corp. (Midvale Tailings),41.85,Utah,Midvale,Salt Lake,Deleted NPL Site,40.608061,-111.9142,10/15/84,8/30/90,5/12/99,8/9/04,9/24/04
4299,Portland Cement (Kiln Dust 2 & 3),54.4,Utah,Salt Lake City,Salt Lake,NPL Site,40.7474,-111.9436,10/15/84,6/10/86,8/18/98,,
4300,Hill Air Force Base,49.94,Utah,Ogden,"Davis, Weber",NPL Site,41.128331,-111.955,10/15/84,7/22/87,,,
4301,Ogden Defense Depot (DLA),45.1,Utah,Ogden,Weber,NPL Site,41.266669,-112,10/15/84,7/22/87,9/28/95,,
4302,Monticello Radioactively Contaminated Properties,35.03,Utah,Monticello,San Juan,Deleted NPL Site,37.863889,-109.333611,10/15/84,6/10/86,9/2/99,12/30/99,2/28/00
4303,Five Points PCE Plume,50,Utah,Woods Cross,Davis,NPL Site,40.874583,-111.887028,3/7/07,9/19/07,,,
4304,Sharon Steel Corp (Farrell Works Disposal Area) ,50,Pennsylvania,Hickory Township,Mercer,NPL Site,41.198611,-80.510278,3/6/98,7/28/98,,,
4305,New Cassel/Hicksville Ground Water Contamination,50,New York,New Cassel/Hicksville,Nassau,NPL Site,40.752446,-73.559781,3/10/11,9/16/11,,,
4306,Tabernacle Drum Dump,36.83,New Jersey,Tabernacle Township,Burlington,Deleted NPL Site,39.82,-74.700839,9/8/83,9/21/84,8/5/93,9/24/07,5/8/08
4307,U.S. Magnesium,59.18,Utah,Tooele County,Tooele,NPL Site,40.914993,-112.719949,9/3/08,11/4/09,,,
4308,Eighteenmile Creek,50,New York,Lockport,Niagara,NPL Site,43.1813,-78.689544,9/16/11,3/15/12,,,
4309,Old Wilmington Road Ground Water Contamination,50,Pennsylvania,Sadsburyville,Chester,NPL Site,39.995833,-75.908333,7/22/99,2/4/00,,,
4310,Moses Lake Wellfield Contamination,50,Washington,Moses Lake,Grant,NPL Site,47.204722,-119.315556,7/29/91,10/14/92,,,
4311,700 South 1600 East PCE Plume,50,Utah,Salt Lake City,Salt Lake,NPL Site,40.753938,-111.848022,9/18/12,5/24/13,,,
4312,Wolff-Alport Chemical Company,50,New York,Ridgewood,Queens,NPL Site,40.692672,-73.901997,12/12/13,5/12/14,,,
4313,Ventron/Velsicol,51.38,New Jersey,Woodridge Borough,Bergen,NPL Site,40.84,-74.079439,9/8/83,9/21/84,,,
4314,Chisman Creek,47.19,Virginia,York County,York,NPL Site,37.177,-76.4631,12/30/82,9/8/83,12/21/90,,
4315,Wappinger Creek,50,New York,Dutchess County,Dutchess,NPL Site,41.597684,-73.927136,4/7/16,9/9/16,,,
4316,Tulalip Landfill,50,Washington,Marysville,Snohomish,Deleted NPL Site,48.041667,-122.182222,7/29/91,4/25/95,9/28/00,6/7/02,9/18/02
4317,Matthews Electroplating,0,Virginia,Roanoke County,Roanoke,Deleted NPL Site,37.2569,-80.1675,12/30/82,9/8/83,3/29/88,7/20/88,1/19/89
4318,Glen Ridge Radium Site,49.14,New Jersey,Glen Ridge,Essex,Deleted NPL Site,40.788189,-74.2125,10/15/84,2/14/85,9/15/05,4/29/09,9/2/09
4319,Lower Darby Creek Area,50,Pennsylvania,Darby Township,"Delaware, Philadelphia",NPL Site,39.885556,-75.267778,5/11/00,6/14/01,,,
4320,Vancouver Water Station #4 Contamination,50,Washington,Vancouver,Clark,Deleted NPL Site,45.6195,-122.622472,7/29/91,10/14/92,9/8/99,9/25/17,2/6/18
4321,Saltville Waste Disposal Ponds,29.52,Virginia,Saltville,Smyth,NPL Site,36.883339,-81.783331,12/30/82,9/8/83,,,
4322,Valmont TCE,43.16,Pennsylvania,West Hazleton,Luzerne,NPL Site,40.967778,-76.015556,6/14/01,9/13/01,9/7/11,,
4323,Watson Johnson Landfill,70.71,Pennsylvania,Richland Township,Bucks,NPL Site,40.460139,-75.331861,6/14/01,9/13/01,3/25/19,,
4324,Franklin Slag Pile (MDC),50.2,Pennsylvania,Philadelphia,Philadelphia,NPL Site,39.983194,-75.083889,9/13/01,9/5/02,,,
4325,Letterkenny Army Depot (PDO Area),37.51,Pennsylvania,Franklin County,Franklin,NPL Site,40.0075,-77.64,7/22/87,3/13/89,,,
4326,Paoli Rail Yard,32.18,Pennsylvania,Paoli,Chester,NPL Site,40.043189,-75.492919,6/24/88,8/30/90,7/12/05,,
4327,Ryeland Road Arsenic,60.3,Pennsylvania,Heidelberg Township,Berks,NPL Site,40.35395,-76.175361,3/8/04,7/22/04,,,
4328,Saint-Gobain Performance Plastics,50,New York,Village of Hoosick Falls,Rensselaer,NPL Site,42.8943,-73.3566,9/9/16,8/3/17,,,
4329,Price Battery,37.86,Pennsylvania,Hamburg,Berks,NPL Site,40.549507,-75.980228,9/23/04,4/27/05,,,
4330,Safety Light Corporation,70.71,Pennsylvania,Bloomsburg,Columbia,NPL Site,41.015278,-76.376389,9/23/04,4/27/05,,,
4331,Jackson Ceramix,30.22,Pennsylvania,Falls Creek,Jefferson,NPL Site,41.139167,-78.801944,4/27/05,9/14/05,,,
4332,Chem-Fab,50,Pennsylvania,Doylestown,Bucks,NPL Site,40.315958,-75.136003,9/19/07,3/19/08,,,
4333,BoRit Asbestos,50,Pennsylvania,Ambler,Montgomery,NPL Site,40.153472,-75.228625,9/3/08,4/9/09,6/28/18,,
4334,Foster Wheeler Energy Corporation/Church Road TCE,50,Pennsylvania,Mountain Top,Luzerne,Proposed NPL Site,41.133056,-75.878056,4/9/09,,,,
4335,Metro Container Corporation,50,Pennsylvania,Trainer,Delaware,NPL Site,39.824981,-75.399047,9/16/11,3/15/12,,,
4336,Baghurst Drive,50,Pennsylvania,Harleysville,Montgomery,NPL Site,40.299483,-75.455133,5/12/14,9/22/14,,,
4337,Barceloneta Landfill,41.11,Puerto Rico,Florida Afuera,Florida,Deleted NPL Site,18.41055,-66.547781,12/30/82,9/8/83,9/27/00,8/18/11,10/3/11
4338,Frontera Creek,43.07,Puerto Rico,Rio Abajo,Humacao,Deleted NPL Site,18.15195,-65.790281,12/30/82,9/8/83,9/30/97,7/30/98,12/29/98
4339,GE Wiring Devices,31.24,Puerto Rico,Juana Diaz,Juana Diaz,Deleted NPL Site,18.059439,-66.508889,12/30/82,9/8/83,6/20/00,8/17/00,10/16/00
4340,Juncos Landfill,32.57,Puerto Rico,Juncos,Juncos,NPL Site,18.2232,-65.9087,12/30/82,9/8/83,9/19/05,,
4341,RCA Del Caribe,31.14,Puerto Rico,Barceloneta,Barceloneta,Deleted NPL Site,18.43,-66.580561,12/30/82,9/8/83,9/6/00,4/18/05,6/17/05
4342,Vega Alta Public Supply Wells,42.24,Puerto Rico,Vega Alta,Vega Alta,NPL Site,18.418061,-66.330281,9/8/83,9/21/84,3/25/03,,
4343,Upjohn Facility,41.92,Puerto Rico,Barceloneta,Barceloneta,NPL Site,18.4292,-66.5901,9/8/83,9/21/84,9/9/98,,
4344,Fibers Public Supply Wells,35.34,Puerto Rico,Jobos,Guayama,NPL Site,17.9632,-66.1461,9/8/83,9/21/84,9/16/99,,
4345,Naval Security Group Activity,34.28,Puerto Rico,Sabana Seca,Toa Baja,Deleted NPL Site,18.433061,-66.190281,6/24/88,10/4/89,9/30/97,7/30/98,10/7/98
4346,V&M/Albaladejo,50,Puerto Rico,Almirante Norte Ward,Vega Baja,Deleted NPL Site,18.41,-66.38,6/17/96,12/23/96,9/29/00,8/21/01,10/22/01
4347,Vega Baja Solid Waste Disposal,50.37,Puerto Rico,Rio Abajo Ward,Vega Baja,NPL Site,18.434306,-66.389722,4/23/99,7/22/99,8/10/16,,
4348,"Scorpio Recycling, Inc.",50,Puerto Rico,Candeleria Ward,Toa Baja,NPL Site,18.409167,-66.231944,10/22/99,2/4/00,,,
4349,Pesticide Warehouse III,50,Puerto Rico,Manati,Manati,NPL Site,18.429139,-66.458,9/5/02,4/30/03,,,
4350,Cidra Ground Water Contamination,50,Puerto Rico,Cidra,Cidra,NPL Site,18.175277,-66.161944,3/8/04,7/22/04,,,
4351,Atlantic Fleet Weapons Training Area - Vieques,0,Puerto Rico,Vieques,Vieques,NPL Site,18.13058,-65.3106,8/13/04,2/11/05,,,
4352,Pesticide Warehouse I,50,Puerto Rico,Arecibo,Arecibo,NPL Site,18.435556,-66.6,9/23/04,9/27/06,,,
4353,Maunabo Area Ground Water Contamination,50,Puerto Rico,Maunabo,Maunabo,NPL Site,18.005611,-65.901417,4/19/06,9/27/06,,,
4354,San German Ground Water Contamination,50,Puerto Rico,San German,San German,NPL Site,18.084472,-67.035306,9/19/07,3/19/08,,,
4355,"Papelera Puertorriquena, Inc.",34.69,Puerto Rico,Utuado,Utuado,NPL Site,18.265194,-66.694908,4/9/09,9/23/09,,,
4356,Cabo Rojo Ground Water Contamination,50,Puerto Rico,Cabo Rojo,Cabo Rojo,NPL Site,18.090725,-67.148325,10/21/10,3/10/11,,,
4357,Hormigas Ground Water Plume,50,Puerto Rico,Caguas,Caguas,NPL Site,18.2206,-66.101,10/21/10,3/10/11,7/5/17,,
4358,Corozal Well,50,Puerto Rico,Corozal,Corozal,NPL Site,18.295711,-66.286206,9/16/11,3/15/12,3/31/20,,
4359,Dorado Ground Water Contamination,50,Puerto Rico,Dorado,Dorado,NPL Site,18.42975602,-66.27832042,4/7/16,9/9/16,,,
4360,The Battery Recycling Company,56.66,Puerto Rico,Bo. Cambalache,Arecibo,NPL Site,18.453603,-66.694097,9/9/16,8/3/17,,,
4361,PROTECO,36.33,Puerto Rico,Pe&ntilde;uelas,Pe&ntilde;uelas,NPL Site,18.0152,-66.7003,5/17/18,5/15/19,,,
4362,Davis (GSR) Landfill,38.89,Rhode Island,Glocester,Providence,Deleted NPL Site,41.917469,-71.588111,4/10/85,6/10/86,9/29/97,6/17/99,8/13/99
4363,Davis Liquid Waste,47.25,Rhode Island,Smithfield,Providence,NPL Site,41.922219,-71.577769,12/30/82,9/8/83,,,
4364,"Stamina Mills, Inc.",34.07,Rhode Island,North Smithfield,Providence,NPL Site,41.9964,-71.5647,12/30/82,9/8/83,8/9/00,,
4365,"Landfill & Resource Recovery, Inc. (L&RR)",49.58,Rhode Island,North Smithfield,Providence,NPL Site,41.9795,-71.589,12/30/82,9/8/83,2/24/97,,
4366,"Peterson/Puritan, Inc.",40.1,Rhode Island,"Cumberland, Lincoln",Providence,NPL Site,41.929581,-71.4268,12/30/82,9/8/83,,,
4367,Picillo Farm,0,Rhode Island,Coventry,Kent,NPL Site,41.671669,-71.709169,12/30/82,9/8/83,9/3/03,,
4368,Western Sand & Gravel,51.35,Rhode Island,Burrillville,Providence,NPL Site,41.9727,-71.595,12/30/82,9/8/83,12/22/92,,
4369,Central Landfill,46.71,Rhode Island,Johnston,Providence,NPL Site,41.808331,-71.534719,10/15/84,6/10/86,9/28/06,,
4370,Rose Hill Regional Landfill,38.11,Rhode Island,South Kingstown,Washington,NPL Site,41.470831,-71.491669,6/24/88,10/4/89,9/26/08,,
4371,Davisville Naval Construction Battalion Center,34.52,Rhode Island,North Kingstown,Washington,NPL Site,41.6095,-71.47422,7/14/89,11/21/89,,,
4372,Newport Naval Education/Training Center,32.25,Rhode Island,Newport,Newport,NPL Site,41.56445,-71.293469,7/14/89,11/21/89,,,
4373,West Kingston Town Dump/URI Disposal Area,50,Rhode Island,South Kingstown,Washington,NPL Site,41.496667,-71.535278,7/29/91,10/14/92,9/29/09,,
4374,Centredale Manor Restoration Project,70.71,Rhode Island,North Providence,Providence,NPL Site,41.857667,-71.48725,10/22/99,2/4/00,,,
4375,"Carolawn, Inc.",32.04,South Carolina,Fort Lawn,Chester,NPL Site,34.686111,-80.94305,12/30/82,9/8/83,5/18/98,,
4376,SCRDI Bluff Road,0,South Carolina,Columbia,Richland,NPL Site,33.885419,-80.90875,12/30/82,9/8/83,9/9/98,,
4377,SCRDI Dixiana,40.7,South Carolina,Cayce,Lexington,NPL Site,33.90445,-81.063889,12/30/82,9/8/83,9/23/92,,
4378,Geiger (C & M Oil),32.25,South Carolina,Rantoules,Charleston,Deleted NPL Site,32.773611,-80.159161,9/8/83,9/21/84,9/14/98,11/5/13,1/6/14
4379,"Leonard Chemical Co., Inc.",47.1,South Carolina,Rock Hill,York,NPL Site,34.851669,-80.904169,9/8/83,9/21/84,,,
4380,Independent Nail Co.,57.9,South Carolina,Beaufort,Beaufort,Deleted NPL Site,32.466389,-80.741111,9/8/83,9/21/84,9/13/88,1/13/95,4/3/95
4381,Kalama Specialty Chemicals,57.9,South Carolina,Beaufort,Beaufort,NPL Site,32.4734,-80.7401,9/8/83,9/21/84,6/29/99,,
4382,"Koppers Co., Inc. (Florence Plant)",51.27,South Carolina,Florence,Florence,Deleted NPL Site,34.2022,-79.7229,9/8/83,9/21/84,,4/24/13,9/13/13
4383,Palmetto Wood Preserving,38.43,South Carolina,Dixiana,Lexington,NPL Site,33.920831,-81.060281,9/8/83,9/21/84,9/30/97,,
4384,"Wamchem, Inc.",47.7,South Carolina,Burton,Beaufort,NPL Site,32.497219,-80.741669,9/8/83,9/21/84,9/30/97,,
4385,Rochester Property,36.72,South Carolina,Travelers Rest,Greenville,Deleted NPL Site,34.9719,-82.5015,6/10/86,10/4/89,10/16/95,8/9/07,10/9/07
4386,Medley Farm Drum Dump,31.58,South Carolina,Gaffney,Cherokee,NPL Site,34.9805,-81.6685,6/10/86,3/31/89,9/29/95,,
4387,"Sangamo Weston, Inc./Twelve-Mile Creek/Lake Hartwell PCB Contamination",37.63,South Carolina,Pickens,Pickens,NPL Site,34.895,-82.7232,1/22/87,2/21/90,8/9/99,,
4388,"Palmetto Recycling, Inc.",29.46,South Carolina,Columbia,Richland,Deleted NPL Site,34.1228,-81.0117,1/22/87,7/22/87,7/21/99,8/14/00,10/13/00
4389,Golden Strip Septic Tank Service,40.3,South Carolina,Simpsonville,Greenville,Deleted NPL Site,34.785,-82.2466,1/22/87,7/22/87,9/30/96,7/9/98,9/10/98
4390,Rock Hill Chemical Co.,40.29,South Carolina,Rock Hill,York,NPL Site,34.9661,-80.9985,6/24/88,2/21/90,12/31/96,,
4391,Helena Chemical Co. Landfill,33.89,South Carolina,Fairfax,Allendale,NPL Site,32.9412,-81.239,6/24/88,2/21/90,9/13/99,,
4392,"Para-Chem Southern, Inc.",32.94,South Carolina,Simpsonville,Greenville,NPL Site,34.7134,-82.233,10/26/89,8/30/90,9/1/00,,
4393,Lexington County Landfill Area,37.93,South Carolina,Cayce,Lexington,NPL Site,33.919581,-81.074169,6/24/88,10/4/89,9/19/01,,
4394,Elmore Waste Disposal,31.45,South Carolina,Greer,Spartanburg,NPL Site,34.935905,-82.216599,6/24/88,3/31/89,9/24/98,,
4395,Townsend Saw Chain Co.,35.94,South Carolina,Pontiac,Richland,NPL Site,34.10625,-80.834169,6/24/88,2/21/90,9/23/99,,
4396,Beaunit Corp. (Circular Knit & Dye),32.44,South Carolina,Fountain Inn,Greenville,NPL Site,34.698061,-82.216111,6/24/88,2/21/90,9/25/98,,
4397,Savannah River Site (USDOE),47.7,South Carolina,Aiken,"Aiken, Allendale, Barnwell",NPL Site,33.348889,-81.737781,7/14/89,11/21/89,,,
4398,"Koppers Co., Inc. (Charleston Plant)",50,South Carolina,Charleston,Charleston,NPL Site,32.822083,-79.958333,2/7/92,12/16/94,9/25/03,,
4399,Aqua-Tech Environmental Inc. (Groce Laboratories),50,South Carolina,Greer,Spartanburg,NPL Site,34.9328,-82.1725,8/23/94,12/16/94,9/29/11,,
4400,Parris Island Marine Corps Recruit Depot,50,South Carolina,Parris Island,Beaufort,NPL Site,32.3528,-80.7031,8/23/94,12/16/94,,,
4401,Shuron Inc.,68.26,South Carolina,Barnwell,Barnwell,NPL Site,33.236694,-81.375778,6/17/96,12/23/96,10/18/11,,
4402,Macalloy Corporation,50,South Carolina,North Charleston,Charleston,NPL Site,32.838056,-79.951194,10/22/99,2/4/00,9/26/06,,
4403,Brewer Gold Mine,50,South Carolina,Jefferson,Chesterfield,NPL Site,34.652194,-80.411472,9/23/04,4/27/05,,,
4404,Barite Hill/Nevada Goldfields,50,South Carolina,McCormick,McCormick,NPL Site,33.87309,-82.30067,9/3/08,4/9/09,,,
4405,US Finishing/Cone Mills,50,South Carolina,Greenville,Greenville,NPL Site,34.883292,-82.426303,3/10/11,9/16/11,,,
4406,Burlington Industries Cheraw,48,South Carolina,Cheraw,Chesterfield,NPL Site,34.698689,-79.912786,1/18/18,5/17/18,,,
4407,Clearwater Finishing,47.99,South Carolina,Clearwater,Aiken,Proposed NPL Site,33.500907,-81.89213,11/8/19,,,,
4408,Whitewood Creek,0,South Dakota,Whitewood,Lawrence,Deleted NPL Site,44.3553,-103.7615,12/30/82,9/8/83,9/25/92,11/30/95,8/13/96
4409,Ellsworth Air Force Base,33.62,South Dakota,Rapid City,"Meade, Pennington",NPL Site,44.148061,-103.0958,10/26/89,8/30/90,9/10/99,,
4410,Spokane Junkyard/Associated Properties,50,Washington,Spokane,Spokane,Deleted NPL Site,47.689444,-117.37082,10/14/92,5/31/94,7/14/97,8/7/97,9/23/97
4411,U.S. Titanium,34.78,Virginia,Piney River,Nelson,NPL Site,37.708331,-79.016669,12/30/82,9/8/83,8/25/97,,
4412,Pacific Sound Resources,70.71,Washington,Seattle,King,NPL Site,47.582332,-122.366667,5/10/93,5/31/94,9/16/05,,
4413,Puget Sound Naval Shipyard Complex,50,Washington,Bremerton,Kitsap,NPL Site,47.559166,-122.647222,5/10/93,5/31/94,8/22/07,,
4414,"Avtex Fibers, Inc.",35.39,Virginia,Front Royal,Warren,NPL Site,38.925561,-78.211669,10/15/84,6/10/86,8/29/14,,
4415,Magna Metals,50,New York,Cortlandt Manor,Westchester,NPL Site,41.2745,-73.8704,9/13/18,5/15/19,,,
4416,Jackson Park Housing Complex (USNAVY),50,Washington,Kitsap County,Kitsap,NPL Site,47.58861,-122.695972,6/23/93,5/31/94,,,
4417,Lodi Municipal Well,33.39,New Jersey,Lodi,Bergen,Deleted NPL Site,40.872919,-74.093611,10/15/84,8/30/90,9/27/93,10/20/98,12/29/98
4418,Arsenic Mine,0,New York,Kent,Putnam,NPL Site,41.457972,-73.715285,6/3/19,11/8/19,,,
4419,L.A. Clarke & Son,34.24,Virginia,Spotsylvania County,Spotsylvania,NPL Site,38.236111,-77.4325,10/15/84,6/10/86,,,
4420,Vancouver Water Station #1 Contamination,50,Washington,Vancouver,Clark,Deleted NPL Site,45.638471,-122.645417,6/23/93,5/31/94,9/25/98,9/25/17,2/6/18
4421,Rhinehart Tire Fire Dump,30.57,Virginia,Frederick County,Frederick,Deleted NPL Site,39.188333,-78.310429,10/15/84,6/10/86,9/27/02,8/1/05,9/30/05
4422,Allied Chemical & Ironton Coke,47.05,Ohio,Ironton,Lawrence,NPL Site,38.5057,-82.658,12/30/82,9/8/83,9/29/16,,
4423,Pomona Oaks Residential Wells,31.94,New Jersey,Galloway Township,Atlantic,Deleted NPL Site,39.477781,-74.569439,10/15/84,6/10/86,9/17/92,7/15/96,5/7/98
4424,Port Hadlock Detachment (USNAVY),50,Washington,Indian Island,Jefferson,Deleted NPL Site,48.083471,-122.729583,6/23/93,5/31/94,9/29/97,4/15/05,6/14/05
4425,Arcanum Iron & Metal,62.26,Ohio,Darke County,Darke,Deleted NPL Site,39.98195,-84.549161,12/30/82,9/8/83,12/9/99,7/2/01,8/31/01
4426,Defense General Supply Center (DLA),33.85,Virginia,Chesterfield County,Chesterfield,NPL Site,37.4189,-77.4485,10/15/84,7/22/87,,,
4427,Old Navy Dump/Manchester Laboratory (USEPA/NOAA),50,Washington,Manchester,Kitsap,NPL Site,47.574443,-122.548055,1/18/94,5/31/94,9/30/02,,
4428,Big D Campground,30.77,Ohio,Kingsville,Ashtabula,NPL Site,41.904169,-80.652781,12/30/82,9/8/83,5/9/95,,
4429,Cinnaminson Township (Block 702) Ground Water Contamination,37.93,New Jersey,Cinnaminson Township,Burlington,NPL Site,40.0175,-74.9862,10/15/84,6/10/86,,,
4430,First Piedmont Corp. Rock Quarry (Route 719),30.16,Virginia,Pittsylvania County,Pittsylvania,NPL Site,36.665831,-79.348611,4/10/85,7/22/87,9/27/95,,
4431,Fried Industries,33.61,New Jersey,East Brunswick Township,Middlesex,NPL Site,40.4424,-74.4412,10/15/84,6/10/86,9/13/12,,
4432,"Atlantic Wood Industries, Inc.",37.14,Virginia,Portsmouth,Portsmouth,NPL Site,36.8065,-76.299,6/10/86,2/21/90,,,
4433,Montclair/West Orange Radium Site,49.14,New Jersey,"Montclair, West Orange",Essex,Deleted NPL Site,40.7929,-74.2257,10/15/84,2/14/85,9/15/05,4/29/09,9/2/09
4434,"Waldick Aerospace Devices, Inc.",44.86,New Jersey,Wall Township,Monmouth,NPL Site,40.143,-74.0613,10/15/84,6/10/86,9/30/08,,
4435,Naval Weapons Station Earle (Site A),29.65,New Jersey,Colts Neck,Monmouth,NPL Site,40.264581,-74.162919,10/15/84,8/30/90,,,
4436,Naval Air Engineering Center,50.53,New Jersey,Lakehurst,Ocean,NPL Site,40.029719,-74.369161,9/18/85,7/22/87,9/22/04,,
4437,Fort Dix (Landfill Site),37.4,New Jersey,Pemberton Township,Burlington,Deleted NPL Site,39.9801,-74.6244,10/15/84,7/22/87,9/10/99,7/25/12,9/24/12
4438,Boomsnub/Airco,0,Washington,Vancouver,Clark,NPL Site,45.677222,-122.621667,1/18/94,4/25/95,,,
4439,Bowers Landfill,50.49,Ohio,Circleville,Pickaway,Deleted NPL Site,39.6375,-82.965281,12/30/82,9/8/83,12/17/92,9/10/97,10/29/97
4440,"Monitor Devices, Inc./Intercircuits, Inc.",41.93,New Jersey,Wall Township,Monmouth,NPL Site,40.185281,-74.119719,4/10/85,6/10/86,9/26/11,,
4441,Dayco Corp./L.E. Carpenter Co.,46.13,New Jersey,Wharton Borough,Morris,NPL Site,40.903331,-74.5775,4/10/85,7/22/87,,,
4442,Cosden Chemical Coatings Corp.,33.86,New Jersey,Beverly,Burlington,NPL Site,40.058183,-74.925899,1/22/87,7/22/87,9/24/07,,
4443,"Curcio Scrap Metal, Inc.",34.37,New Jersey,Saddle Brook Township,Bergen,NPL Site,40.8907,-74.1035,1/22/87,7/22/87,9/30/97,,
4444,Brook Industrial Park,58.12,New Jersey,Bound Brook,Somerset,NPL Site,40.560139,-74.536111,6/24/88,10/4/89,9/29/06,,
4445,Pohatcong Valley Ground Water Contamination,28.9,New Jersey,Warren County,Warren,NPL Site,40.75,-75,6/24/88,3/31/89,,,
4446,"Kauffman & Minteer, Inc.",28.51,New Jersey,Jobstown,Burlington,NPL Site,40.0363,-74.694,6/24/88,3/31/89,,,
4447,Witco Chemical Corp. (Oakland Plant),30.63,New Jersey,Oakland,Bergen,Deleted NPL Site,41.00375,-74.24375,6/24/88,10/4/89,9/28/92,11/18/93,9/29/95
4448,Picatinny Arsenal (USARMY),42.92,New Jersey,Rockaway Township,Morris,NPL Site,40.916669,-74.583339,7/14/89,2/21/90,,,
4449,South Jersey Clothing Co.,42.24,New Jersey,Minotola,Atlantic,NPL Site,39.5206,-74.9491,6/24/88,10/4/89,3/18/99,,
4450,Industrial Latex Corp.,32.38,New Jersey,Wallington Borough,Bergen,Deleted NPL Site,40.8536,-74.0991,6/24/88,3/31/89,9/27/01,12/9/02,4/21/03
4451,Higgins Disposal,30.87,New Jersey,Franklin Township,Somerset,NPL Site,40.3875,-74.615281,6/24/88,8/30/90,6/27/06,,
4452,Higgins Farm,30.47,New Jersey,Franklin Township,Somerset,NPL Site,40.406389,-74.602781,6/24/88,3/31/89,9/25/98,,
4453,Global Sanitary Landfill,45.92,New Jersey,Old Bridge Township,Middlesex,NPL Site,40.446389,-74.286111,6/24/88,3/31/89,1/16/14,,
4454,Garden State Cleaners Co.,28.9,New Jersey,Minotola,Atlantic,NPL Site,39.519031,-74.94945,6/24/88,3/31/89,3/18/99,,
4455,Federal Aviation Administration Technical Center,39.65,New Jersey,Atlantic County,Atlantic,NPL Site,39.458331,-74.583339,7/14/89,8/30/90,,,
4456,Chemical Insecticide Corp.,37.93,New Jersey,Edison Township,Middlesex,NPL Site,40.5274,-74.368,10/26/89,8/30/90,9/16/05,,
4457,White Chemical Corp.,0,New Jersey,Newark,Essex,NPL Site,40.698484,-74.198242,5/9/91,9/25/91,,,
